Name1,Name2,Name3,Name4,Name5,Salary,FPPG
Dak Prescott,Tom Brady,Antonio Brown,Greg Zuerlein,Dalton Schultz,55000,94.95799980163574
Dak Prescott,Tom Brady,Amari Cooper,Rob Gronkowski,Dalton Schultz,57500,94.93550001780191
Tom Brady,Dak Prescott,Leonard Fournette,Greg Zuerlein,Tony Pollard,58000,94.92100003560384
Tom Brady,Dak Prescott,Ronald Jones II,Antonio Brown,Dalton Schultz,56500,94.9114407782461
Tom Brady,Dak Prescott,Ronald Jones II,Greg Zuerlein,Rob Gronkowski,56500,94.90144080367742
Dak Prescott,Tom Brady,Michael Gallup,Antonio Brown,Rob Gronkowski,57000,94.88550014495848
Tom Brady,Dak Prescott,Amari Cooper,Greg Zuerlein,Tony Pollard,59000,94.85850003560384
Tom Brady,Dak Prescott,Leonard Fournette,Michael Gallup,Dalton Schultz,58000,94.85850003560384
Dak Prescott,Tom Brady,Leonard Fournette,Tony Pollard,O.J. Howard,56500,94.82049967447917
Dak Prescott,Tom Brady,Ronald Jones II,Rob Gronkowski,O.J. Howard,55000,94.80094044255274
Tom Brady,Dak Prescott,Amari Cooper,Michael Gallup,Dalton Schultz,59000,94.79600003560384
Dak Prescott,Tom Brady,Chris Godwin,Tony Pollard,Rob Gronkowski,59000,94.76675020853678
Dak Prescott,Tom Brady,Amari Cooper,Tony Pollard,O.J. Howard,57500,94.75799967447917
Tom Brady,Dak Prescott,Ezekiel Elliott,Rob Gronkowski,Dalton Schultz,59500,94.75349960327148
Dak Prescott,Tom Brady,Ronald Jones II,Michael Gallup,Tony Pollard,57500,94.74844105290431
Dak Prescott,Tom Brady,Antonio Brown,Ryan Succop,Dalton Schultz,55500,94.74549980163573
Tom Brady,Dak Prescott,CeeDee Lamb,Antonio Brown,Tony Pollard,58000,94.73974978129068
Tom Brady,Dak Prescott,CeeDee Lamb,Greg Zuerlein,Dalton Schultz,56000,94.73974946339925
Dak Prescott,Tom Brady,Ryan Succop,Greg Zuerlein,Rob Gronkowski,55500,94.73549982706704
Tom Brady,Dak Prescott,Leonard Fournette,Ryan Succop,Tony Pollard,58500,94.70850003560383
Dak Prescott,Tom Brady,Michael Gallup,Greg Zuerlein,O.J. Howard,55000,94.7079994837443
Tom Brady,Dak Prescott,Ronald Jones II,Ryan Succop,Rob Gronkowski,57000,94.68894080367741
Tom Brady,Dak Prescott,Chris Godwin,Rob Gronkowski,O.J. Howard,58000,94.67974961598713
Tom Brady,Dak Prescott,CeeDee Lamb,Michael Gallup,Rob Gronkowski,58000,94.667249806722
Tom Brady,Dak Prescott,Ronald Jones II,Michael Gallup,O.J. Howard,56500,94.66144046035467
Tom Brady,Dak Prescott,Amari Cooper,Ryan Succop,Tony Pollard,59500,94.64600003560383
Dak Prescott,Tom Brady,CeeDee Lamb,Dalton Schultz,O.J. Howard,54500,94.63924910227458
Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,Greg Zuerlein,57000,94.59599984486897
Tom Brady,Dak Prescott,Ezekiel Elliott,Tony Pollard,O.J. Howard,59500,94.57599925994873
Dak Prescott,Tom Brady,Mike Evans,Tony Pollard,Dalton Schultz,58500,94.57049986521403
Tom Brady,Dak Prescott,CeeDee Lamb,Ryan Succop,Dalton Schultz,56500,94.52724946339924
Dak Prescott,Tom Brady,Michael Gallup,Ryan Succop,O.J. Howard,55500,94.4954994837443
Dak Prescott,Tom Brady,Leonard Fournette,Tony Pollard,Rob Gronkowski,57500,94.48550020853678
Tom Brady,Dak Prescott,Mike Evans,Dalton Schultz,O.J. Howard,57500,94.48349927266439
Dak Prescott,Tom Brady,Antonio Brown,Greg Zuerlein,Tony Pollard,56000,94.4454999923706
Dak Prescott,Tom Brady,Amari Cooper,Tony Pollard,Rob Gronkowski,58500,94.42300020853678
Tom Brady,Dak Prescott,Ronald Jones II,Antonio Brown,Tony Pollard,57500,94.39894096898097
Tom Brady,Dak Prescott,Ronald Jones II,Greg Zuerlein,Dalton Schultz,55500,94.39894065108953
Tom Brady,Dak Prescott,Leonard Fournette,Rob Gronkowski,O.J. Howard,56500,94.39849961598713
Dak Prescott,Tom Brady,Michael Gallup,Antonio Brown,Dalton Schultz,56000,94.3829999923706
Dak Prescott,Tom Brady,Michael Gallup,Greg Zuerlein,Rob Gronkowski,56000,94.37300001780191
Tom Brady,Dak Prescott,Antonio Brown,Greg Zuerlein,O.J. Howard,55000,94.35849939982096
Tom Brady,Dak Prescott,Leonard Fournette,Michael Gallup,Tony Pollard,59000,94.3460002263387
Tom Brady,Dak Prescott,Amari Cooper,Rob Gronkowski,O.J. Howard,57500,94.33599961598713
Tom Brady,Dak Prescott,Ronald Jones II,Michael Gallup,Rob Gronkowski,57500,94.32644099441228
Dak Prescott,Tom Brady,CeeDee Lamb,Rob Gronkowski,Dalton Schultz,55500,94.30424963633219
Dak Prescott,Tom Brady,Ronald Jones II,Dalton Schultz,O.J. Howard,54000,94.29844028996486
Tom Brady,Dak Prescott,Amari Cooper,Michael Gallup,Tony Pollard,60000,94.2835002263387
Dak Prescott,Tom Brady,Chris Godwin,Tony Pollard,Dalton Schultz,58000,94.26425005594889
Dak Prescott,Tom Brady,Antonio Brown,Ryan Succop,Tony Pollard,56500,94.2329999923706
Dak Prescott,Tom Brady,Ryan Succop,Greg Zuerlein,Dalton Schultz,54500,94.23299967447916
Tom Brady,Dak Prescott,CeeDee Lamb,Greg Zuerlein,Tony Pollard,57000,94.22724965413411
Tom Brady,Dak Prescott,Ronald Jones II,Ryan Succop,Dalton Schultz,56000,94.18644065108953
Tom Brady,Dak Prescott,Chris Godwin,Dalton Schultz,O.J. Howard,57000,94.17724946339925
Tom Brady,Dak Prescott,CeeDee Lamb,Michael Gallup,Dalton Schultz,57000,94.16474965413411
Dak Prescott,Tom Brady,Michael Gallup,Ryan Succop,Rob Gronkowski,56500,94.16050001780191
Tom Brady,Dak Prescott,Mike Evans,Rob Gronkowski,Dalton Schultz,58500,94.148499806722
Tom Brady,Dak Prescott,Antonio Brown,Ryan Succop,O.J. Howard,55500,94.14599939982095
Dak Prescott,Tom Brady,CeeDee Lamb,Tony Pollard,O.J. Howard,55500,94.12674929300944
Tom Brady,Dak Prescott,Antonio Brown,Greg Zuerlein,Rob Gronkowski,56000,94.02349993387857
Tom Brady,Dak Prescott,CeeDee Lamb,Ryan Succop,Tony Pollard,57500,94.0147496541341
Dak Prescott,Tom Brady,Leonard Fournette,Tony Pollard,Dalton Schultz,56500,93.98300005594889
Tom Brady,Dak Prescott,Mike Evans,Tony Pollard,O.J. Howard,58500,93.97099946339925
Dak Prescott,Tom Brady,Ronald Jones II,Rob Gronkowski,Dalton Schultz,55000,93.96344082402247
Dak Prescott,Tom Brady,Antonio Brown,Rob Gronkowski,O.J. Howard,54500,93.9229995727539
Dak Prescott,Tom Brady,Amari Cooper,Tony Pollard,Dalton Schultz,57500,93.92050005594889
Tom Brady,Dak Prescott,Leonard Fournette,Dalton Schultz,O.J. Howard,55500,93.89599946339925
Tom Brady,Dak Prescott,Ronald Jones II,Greg Zuerlein,Tony Pollard,56500,93.8864408418244
Dak Prescott,Tom Brady,Michael Gallup,Antonio Brown,Tony Pollard,57000,93.87050018310546
Dak Prescott,Tom Brady,Michael Gallup,Greg Zuerlein,Dalton Schultz,55000,93.87049986521403
Tom Brady,Dak Prescott,Chris Godwin,Rob Gronkowski,Dalton Schultz,58000,93.84224999745686
Tom Brady,Dak Prescott,Amari Cooper,Dalton Schultz,O.J. Howard,56500,93.83349946339925
Tom Brady,Dak Prescott,Ronald Jones II,Michael Gallup,Dalton Schultz,56500,93.8239408418244
Tom Brady,Dak Prescott,Antonio Brown,Ryan Succop,Rob Gronkowski,56500,93.81099993387856
Dak Prescott,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Ronald Jones II,60000,93.79419059005437
Dak Prescott,Tom Brady,CeeDee Lamb,Tony Pollard,Rob Gronkowski,56500,93.79174982706705
Dak Prescott,Tom Brady,Ronald Jones II,Tony Pollard,O.J. Howard,55000,93.78594048069972
Tom Brady,Dak Prescott,Michael Gallup,Antonio Brown,O.J. Howard,56000,93.78349959055582
Tom Brady,Dak Prescott,Ezekiel Elliott,Tony Pollard,Dalton Schultz,59500,93.73849964141846
Dak Prescott,Tom Brady,Ryan Succop,Greg Zuerlein,Tony Pollard,55500,93.72049986521402
Tom Brady,Dak Prescott,CeeDee Lamb,Rob Gronkowski,O.J. Howard,55500,93.70474923451741
Tom Brady,Dak Prescott,Ronald Jones II,Ryan Succop,Tony Pollard,57000,93.67394084182439
Tom Brady,Dak Prescott,Chris Godwin,Tony Pollard,O.J. Howard,58000,93.66474965413411
Dak Prescott,Tom Brady,Michael Gallup,Ryan Succop,Dalton Schultz,55500,93.65799986521402
Tom Brady,Dak Prescott,CeeDee Lamb,Michael Gallup,Tony Pollard,58000,93.65224984486898
Tom Brady,Dak Prescott,Mike Evans,Tony Pollard,Rob Gronkowski,59500,93.63599999745686
Tom Brady,Dak Prescott,Ryan Succop,Greg Zuerlein,O.J. Howard,54500,93.63349927266438
Tom Brady,Dak Prescott,Leonard Fournette,Rob Gronkowski,Dalton Schultz,56500,93.56099999745686
Tom Brady,Dak Prescott,Antonio Brown,Greg Zuerlein,Dalton Schultz,55000,93.52099978129068
Tom Brady,Dak Prescott,Amari Cooper,Rob Gronkowski,Dalton Schultz,57500,93.49849999745686
Dak Prescott,Tom Brady,Ronald Jones II,Tony Pollard,Rob Gronkowski,56000,93.45094101475733
Tom Brady,Dak Prescott,Michael Gallup,Antonio Brown,Rob Gronkowski,57000,93.44850012461343
Dak Prescott,Tom Brady,Antonio Brown,Dalton Schultz,O.J. Howard,53500,93.42049942016601
Dak Prescott,Tom Brady,Greg Zuerlein,Rob Gronkowski,O.J. Howard,53500,93.41049944559732
Tom Brady,Dak Prescott,Leonard Fournette,Tony Pollard,O.J. Howard,56500,93.38349965413411
Tom Brady,Dak Prescott,Ronald Jones II,Rob Gronkowski,O.J. Howard,55000,93.36394042220769
Dak Prescott,Tom Brady,Michael Gallup,Greg Zuerlein,Tony Pollard,56000,93.35800005594889
Tom Brady,Dak Prescott,Chris Godwin,Tony Pollard,Rob Gronkowski,59000,93.32975018819172
Tom Brady,Dak Prescott,Amari Cooper,Tony Pollard,O.J. Howard,57500,93.32099965413411
Tom Brady,Dak Prescott,Ronald Jones II,Michael Gallup,Tony Pollard,57500,93.31144103255926
Tom Brady,Dak Prescott,Antonio Brown,Ryan Succop,Dalton Schultz,55500,93.30849978129068
Tom Brady,Dak Prescott,Ryan Succop,Greg Zuerlein,Rob Gronkowski,55500,93.29849980672199
Dak Prescott,Tom Brady,CeeDee Lamb,Tony Pollard,Dalton Schultz,55500,93.28924967447917
Tom Brady,Dak Prescott,Michael Gallup,Greg Zuerlein,O.J. Howard,55000,93.27099946339925
Tom Brady,Dak Prescott,CeeDee Lamb,Dalton Schultz,O.J. Howard,54500,93.20224908192952
Dak Prescott,Tom Brady,Ryan Succop,Rob Gronkowski,O.J. Howard,54000,93.19799944559732
Dak Prescott,Mike Evans,Leonard Fournette,CeeDee Lamb,Ronald Jones II,59000,93.18919079350489
Dak Prescott,Tom Brady,Michael Gallup,Ryan Succop,Tony Pollard,56500,93.14550005594889
Tom Brady,Dak Prescott,Mike Evans,Tony Pollard,Dalton Schultz,58500,93.13349984486898
Dak Prescott,Mike Evans,Amari Cooper,CeeDee Lamb,Ronald Jones II,60000,93.12669079350489
Dak Prescott,Tom Brady,Antonio Brown,Rob Gronkowski,Dalton Schultz,54500,93.08549995422362
Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,O.J. Howard,55500,93.05849946339924
Tom Brady,Dak Prescott,Leonard Fournette,Tony Pollard,Rob Gronkowski,57500,93.04850018819172
Tom Brady,Dak Prescott,Antonio Brown,Greg Zuerlein,Tony Pollard,56000,93.00849997202555
Tom Brady,Dak Prescott,Amari Cooper,Tony Pollard,Rob Gronkowski,58500,92.98600018819172
Dak Prescott,Tom Brady,Ronald Jones II,Tony Pollard,Dalton Schultz,55000,92.94844086216945
Tom Brady,Dak Prescott,Michael Gallup,Antonio Brown,Dalton Schultz,56000,92.94599997202555
Tom Brady,Dak Prescott,Michael Gallup,Greg Zuerlein,Rob Gronkowski,56000,92.93599999745686
Dak Prescott,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Antonio Brown,59500,92.91624972025552
Dak Prescott,Tom Brady,Antonio Brown,Tony Pollard,O.J. Howard,54500,92.90799961090087
Dak Prescott,Tom Brady,Greg Zuerlein,Dalton Schultz,O.J. Howard,52500,92.90799929300944
Dak Prescott,Chris Godwin,Leonard Fournette,CeeDee Lamb,Ronald Jones II,58500,92.88294098423975
Tom Brady,Dak Prescott,CeeDee Lamb,Rob Gronkowski,Dalton Schultz,55500,92.86724961598713
Tom Brady,Dak Prescott,Ronald Jones II,Dalton Schultz,O.J. Howard,54000,92.8614402696198
Dak Prescott,Tom Brady,Michael Gallup,Rob Gronkowski,O.J. Howard,54500,92.83549963633219
Tom Brady,Dak Prescott,Chris Godwin,Tony Pollard,Dalton Schultz,58000,92.82725003560384
Dak Prescott,Chris Godwin,Amari Cooper,CeeDee Lamb,Ronald Jones II,59500,92.82044098423975
Tom Brady,Dak Prescott,Antonio Brown,Ryan Succop,Tony Pollard,56500,92.79599997202554
Tom Brady,Dak Prescott,Ryan Succop,Greg Zuerlein,Dalton Schultz,54500,92.7959996541341
Dak Prescott,Mike Evans,Chris Godwin,Leonard Fournette,Greg Zuerlein,60000,92.7737501780192
Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,Rob Gronkowski,56500,92.72349999745686
Dak Prescott,Tom Brady,Ryan Succop,Dalton Schultz,O.J. Howard,53000,92.69549929300943
Tom Brady,Dak Prescott,CeeDee Lamb,Tony Pollard,O.J. Howard,55500,92.68974927266439
Dak Prescott,Ezekiel Elliott,Chris Godwin,CeeDee Lamb,Greg Zuerlein,60000,92.68499959309895
Dak Prescott,Ezekiel Elliott,Mike Evans,Ronald Jones II,Greg Zuerlein,60000,92.65044059005437
Dak Prescott,Chris Godwin,Amari Cooper,Leonard Fournette,Antonio Brown,60000,92.63625049591063
Dak Prescott,Mike Evans,Chris Godwin,CeeDee Lamb,Antonio Brown,60000,92.59249992370604
Dak Prescott,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Antonio Brown,59000,92.5754409079458
Dak Prescott,Tom Brady,Antonio Brown,Tony Pollard,Rob Gronkowski,55500,92.57300014495848
Dak Prescott,Tom Brady,Greg Zuerlein,Rob Gronkowski,Dalton Schultz,53500,92.57299982706705
Tom Brady,Dak Prescott,Leonard Fournette,Tony Pollard,Dalton Schultz,56500,92.54600003560384
Dak Prescott,Tom Brady,Chris Godwin,CeeDee Lamb,Blake Jarwin,60000,92.54549969832102
Dak Prescott,Amari Cooper,Leonard Fournette,CeeDee Lamb,Ronald Jones II,58000,92.53919098423975
Tom Brady,Dak Prescott,Ronald Jones II,Rob Gronkowski,Dalton Schultz,55000,92.52644080367742
Dak Prescott,Ezekiel Elliott,Amari Cooper,Ronald Jones II,Antonio Brown,60000,92.5129409079458
Dak Prescott,Tom Brady,Mike Evans,Ronald Jones II,Blake Jarwin,60000,92.51094069527645
Tom Brady,Dak Prescott,Antonio Brown,Rob Gronkowski,O.J. Howard,54500,92.48599955240884
Tom Brady,Dak Prescott,Amari Cooper,Tony Pollard,Dalton Schultz,57500,92.48350003560384
Tom Brady,Dak Prescott,Michael Gallup,Antonio Brown,Tony Pollard,57000,92.43350016276041
Tom Brady,Dak Prescott,Michael Gallup,Greg Zuerlein,Dalton Schultz,55000,92.43349984486898
Dak Prescott,Mike Evans,Amari Cooper,Leonard Fournette,Greg Zuerlein,59500,92.4300001780192
Dak Prescott,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Greg Zuerlein,58500,92.40374959309895
Dak Prescott,Tom Brady,Greg Zuerlein,Tony Pollard,O.J. Howard,53500,92.3954994837443
Dak Prescott,Tom Brady,Ryan Succop,Rob Gronkowski,Dalton Schultz,54000,92.36049982706704
Tom Brady,Dak Prescott,CeeDee Lamb,Tony Pollard,Rob Gronkowski,56500,92.354749806722
Tom Brady,Dak Prescott,Ronald Jones II,Tony Pollard,O.J. Howard,55000,92.34894046035467
Dak Prescott,Ezekiel Elliott,Chris Godwin,Ronald Jones II,Greg Zuerlein,59500,92.34419078078923
Dak Prescott,Ezekiel Elliott,Amari Cooper,CeeDee Lamb,Greg Zuerlein,59500,92.34124959309895
Dak Prescott,Tom Brady,Michael Gallup,Dalton Schultz,O.J. Howard,53500,92.3329994837443
Dak Prescott,Mike Evans,Leonard Fournette,CeeDee Lamb,Antonio Brown,58500,92.31124992370604
Tom Brady,Dak Prescott,Ryan Succop,Greg Zuerlein,Tony Pollard,55500,92.28349984486897
Dak Prescott,Tom Brady,Leonard Fournette,CeeDee Lamb,Blake Jarwin,58500,92.26424969832102
Dak Prescott,Mike Evans,Chris Godwin,Ronald Jones II,Antonio Brown,59500,92.25169111139633
Dak Prescott,Mike Evans,Amari Cooper,CeeDee Lamb,Antonio Brown,59500,92.24874992370604
Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,Dalton Schultz,55500,92.22099984486897
Dak Prescott,Mike Evans,Amari Cooper,Leonard Fournette,Ryan Succop,60000,92.2175001780192
Dak Prescott,Tom Brady,Chris Godwin,Ronald Jones II,Blake Jarwin,59500,92.2046908860113
Dak Prescott,Tom Brady,Amari Cooper,CeeDee Lamb,Blake Jarwin,59500,92.20174969832102
Dak Prescott,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Ryan Succop,59000,92.19124959309895
Dak Prescott,Tom Brady,Ryan Succop,Tony Pollard,O.J. Howard,54000,92.1829994837443
Dak Prescott,Ezekiel Elliott,Mike Evans,Leonard Fournette,O.J. Howard,60000,92.14749940236409
Dak Prescott,Ezekiel Elliott,Chris Godwin,Ronald Jones II,Ryan Succop,60000,92.13169078078923
Dak Prescott,Ezekiel Elliott,Amari Cooper,CeeDee Lamb,Ryan Succop,60000,92.12874959309895
Dak Prescott,Chris Godwin,Amari Cooper,Leonard Fournette,Greg Zuerlein,59000,92.12375036875406
Dak Prescott,Mike Evans,Chris Godwin,CeeDee Lamb,Greg Zuerlein,59000,92.07999979654947
Dak Prescott,Tom Brady,Antonio Brown,Tony Pollard,Dalton Schultz,54500,92.0704999923706
Dak Prescott,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Greg Zuerlein,58000,92.06294078078923
Dak Prescott,Tom Brady,Greg Zuerlein,Tony Pollard,Rob Gronkowski,54500,92.06050001780191
Tom Brady,Dak Prescott,Ronald Jones II,Tony Pollard,Rob Gronkowski,56000,92.01394099441228
Dak Prescott,Chris Godwin,Leonard Fournette,CeeDee Lamb,Antonio Brown,58000,92.0050001144409
Dak Prescott,Ezekiel Elliott,Amari Cooper,Ronald Jones II,Greg Zuerlein,59000,92.00044078078923
Dak Prescott,Tom Brady,Michael Gallup,Rob Gronkowski,Dalton Schultz,54500,91.99800001780191
Tom Brady,Dak Prescott,Antonio Brown,Dalton Schultz,O.J. Howard,53500,91.98349939982096
Tom Brady,Dak Prescott,Greg Zuerlein,Rob Gronkowski,O.J. Howard,53500,91.97349942525227
Dak Prescott,Mike Evans,Leonard Fournette,Ronald Jones II,Antonio Brown,58000,91.97044111139633
Dak Prescott,Chris Godwin,Amari Cooper,CeeDee Lamb,Antonio Brown,59000,91.9425001144409
Dak Prescott,Tom Brady,Leonard Fournette,Ronald Jones II,Blake Jarwin,58000,91.9234408860113
Tom Brady,Dak Prescott,Michael Gallup,Greg Zuerlein,Tony Pollard,56000,91.92100003560384
Dak Prescott,Chris Godwin,Amari Cooper,Leonard Fournette,Ryan Succop,59500,91.91125036875405
Dak Prescott,Mike Evans,Amari Cooper,Ronald Jones II,Antonio Brown,59000,91.90794111139633
Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,Antonio Brown,58000,91.88169052647608
Dak Prescott,Mike Evans,Chris Godwin,CeeDee Lamb,Ryan Succop,59500,91.86749979654947
Dak Prescott,Tom Brady,Amari Cooper,Ronald Jones II,Blake Jarwin,59000,91.8609408860113
Tom Brady,Dak Prescott,CeeDee Lamb,Tony Pollard,Dalton Schultz,55500,91.85224965413411
Dak Prescott,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Ryan Succop,58500,91.85044078078923
Dak Prescott,Tom Brady,Ryan Succop,Tony Pollard,Rob Gronkowski,55000,91.84800001780191
Dak Prescott,Ezekiel Elliott,Chris Godwin,Leonard Fournette,O.J. Howard,59500,91.84124959309895
Dak Prescott,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Michael Gallup,59500,91.82874978383381
Dak Prescott,Tom Brady,Michael Gallup,Tony Pollard,O.J. Howard,54500,91.82049967447917
Dak Prescott,Mike Evans,Leonard Fournette,CeeDee Lamb,Greg Zuerlein,57500,91.79874979654947
Dak Prescott,Ezekiel Elliott,Amari Cooper,Ronald Jones II,Ryan Succop,59500,91.78794078078923
Dak Prescott,Ezekiel Elliott,Mike Evans,Antonio Brown,Greg Zuerlein,59500,91.77249972025552
Tom Brady,Dak Prescott,Ryan Succop,Rob Gronkowski,O.J. Howard,54000,91.76099942525227
Dak Prescott,Mike Evans,Chris Godwin,Ronald Jones II,Greg Zuerlein,58500,91.73919098423976
Dak Prescott,Mike Evans,Amari Cooper,CeeDee Lamb,Greg Zuerlein,58500,91.73624979654947
Dak Prescott,Tom Brady,Ezekiel Elliott,Greg Zuerlein,Blake Jarwin,59500,91.7254994948705
Tom Brady,Dak Prescott,Michael Gallup,Ryan Succop,Tony Pollard,56500,91.70850003560383
Dak Prescott,Chris Godwin,Leonard Fournette,Ronald Jones II,Antonio Brown,57500,91.66419130213119
Dak Prescott,Amari Cooper,Leonard Fournette,CeeDee Lamb,Antonio Brown,57500,91.6612501144409
Tom Brady,Dak Prescott,Antonio Brown,Rob Gronkowski,Dalton Schultz,54500,91.64849993387857
Dak Prescott,Tom Brady,Mike Evans,Antonio Brown,Blake Jarwin,59500,91.6329998254776
Dak Prescott,Chris Godwin,Amari Cooper,Ronald Jones II,Antonio Brown,58500,91.60169130213119
Dak Prescott,Mike Evans,Leonard Fournette,CeeDee Lamb,Ryan Succop,58000,91.58624979654947
Dak Prescott,Ezekiel Elliott,Mike Evans,Antonio Brown,Ryan Succop,60000,91.55999972025552
Dak Prescott,Tom Brady,Greg Zuerlein,Tony Pollard,Dalton Schultz,53500,91.55799986521403
Dak Prescott,Chris Godwin,Amari Cooper,Leonard Fournette,Michael Gallup,60000,91.54875055948892
Dak Prescott,Mike Evans,Chris Godwin,Ronald Jones II,Ryan Succop,59000,91.52669098423975
Dak Prescott,Mike Evans,Amari Cooper,CeeDee Lamb,Ryan Succop,59000,91.52374979654947
Dak Prescott,Tom Brady,Ezekiel Elliott,Ryan Succop,Blake Jarwin,60000,91.5129994948705
Tom Brady,Dak Prescott,Ronald Jones II,Tony Pollard,Dalton Schultz,55000,91.5114408418244
Dak Prescott,Mike Evans,Chris Godwin,CeeDee Lamb,Michael Gallup,60000,91.50499998728434
Dak Prescott,Ezekiel Elliott,Amari Cooper,Leonard Fournette,O.J. Howard,59000,91.49749959309895
Dak Prescott,Chris Godwin,Leonard Fournette,CeeDee Lamb,Greg Zuerlein,57000,91.49249998728433
Dak Prescott,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Michael Gallup,59000,91.4879409715241
Dak Prescott,Tom Brady,Michael Gallup,Tony Pollard,Rob Gronkowski,55500,91.48550020853678
Tom Brady,Dak Prescott,Antonio Brown,Tony Pollard,O.J. Howard,54500,91.47099959055582
Tom Brady,Dak Prescott,Greg Zuerlein,Dalton Schultz,O.J. Howard,52500,91.47099927266439
Dak Prescott,Ezekiel Elliott,Chris Godwin,Antonio Brown,Greg Zuerlein,59000,91.46624991099038
Dak Prescott,Mike Evans,Leonard Fournette,Ronald Jones II,Greg Zuerlein,57000,91.45794098423976
Dak Prescott,Ezekiel Elliott,Mike Evans,CeeDee Lamb,O.J. Howard,59000,91.45374902089436
Dak Prescott,Chris Godwin,Amari Cooper,CeeDee Lamb,Greg Zuerlein,58000,91.42999998728433
Dak Prescott,Ezekiel Elliott,Amari Cooper,Ronald Jones II,Michael Gallup,60000,91.4254409715241
Tom Brady,Dak Prescott,Michael Gallup,Rob Gronkowski,O.J. Howard,54500,91.39849961598713
Dak Prescott,Mike Evans,Amari Cooper,Ronald Jones II,Greg Zuerlein,58000,91.39544098423976
Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,Greg Zuerlein,57000,91.3691903993195
Dak Prescott,Tom Brady,Ryan Succop,Tony Pollard,Dalton Schultz,54000,91.34549986521402
Dak Prescott,Tom Brady,Chris Godwin,Antonio Brown,Blake Jarwin,59000,91.32675001621246
Dak Prescott,Amari Cooper,Leonard Fournette,Ronald Jones II,Antonio Brown,57000,91.32044130213119
Dak Prescott,Ezekiel Elliott,Mike Evans,Leonard Fournette,Dalton Schultz,60000,91.30999978383382
Dak Prescott,Chris Godwin,Leonard Fournette,CeeDee Lamb,Ryan Succop,57500,91.27999998728433
